a|\ˈā\
mercuric|\(ˌ)mər-ˈkyu̇r-ik\
mercuries|\ˈmər-kyə-rē, -k(ə-)rē\
mercurochrome|\(ˌ)mər-ˈkyu̇r-ə-ˌkrōm\
mercurous|\(ˌ)mər-ˈkyu̇r-əs, ˈmər-kyə-rəs\
mercury|\ˈmər-kyə-rē, -k(ə-)rē\
mercy|\ˈmər-sē\
mere|\ˈmir\
merely|\ˈmir\
merengue|\mə-ˈreŋ-(ˌ)gā\
merengues|\mə-ˈreŋ-(ˌ)gā\
merer|\ˈmir\
meres|\ˈmir\
merest|\ˈmir\
meretricious|\ˌmer-ə-ˈtri-shəs\
meretriciously|\ˌmer-ə-ˈtri-shəs\
meretriciousness|\ˌmer-ə-ˈtri-shəs\
merganser|\(ˌ)mər-ˈgan(t)-sər\
mergansers|\(ˌ)mər-ˈgan(t)-sər\
merge|\ˈmərj\
merged|\ˈmərj\
mergence|\ˈmərj\
mergences|\ˈmərj\
merger|\ˈmər-jər\
mergers|\ˈmər-jər\
merges|\ˈmərj\
merging|\ˈmərj\
meridian|\mə-ˈri-dē-ən\
meridians|\mə-ˈri-dē-ən\
meridiem|\ˌan-ti-mə-ˈri-dē-əm, -dē-ˌem\
meringue|\mə-ˈraŋ\
meringues|\mə-ˈraŋ\
merino|\mə-ˈrē-(ˌ)nō\
merinos|\mə-ˈrē-(ˌ)nō\
merit|\ˈmer-ət, ˈme-rət\
merited|\ˈmer-ət, ˈme-rət\
meriting|\ˈmer-ət, ˈme-rət\
meritocracies|\ˌmer-ə-ˈtä-krə-sē\
meritocracy|\ˌmer-ə-ˈtä-krə-sē\
meritorious|\ˌmer-ə-ˈtȯr-ē-əs\
meritoriously|\ˌmer-ə-ˈtȯr-ē-əs\
meritoriousness|\ˌmer-ə-ˈtȯr-ē-əs\
merits|\ˈmer-ət, ˈme-rət\
merlin|\ˈmər-lən\
merlins|\ˈmər-lən\
merlon|\ˈmər-lən\
merlons|\ˈmər-lən\
mermaid|\ˈmər-ˌmād\
mermaids|\ˈmər-ˌmād\
merman|\-ˌman, -mən\
mermen|\-ˌman, -mən\
merrier|\ˈmer-ē, ˈme-rē\
merriest|\ˈmer-ē, ˈme-rē\
merrily|\ˈmer-ē, ˈme-rē\
merriment|\ˈmer-i-mənt, ˈme-ri-\
merriness|\ˈmer-ē, ˈme-rē\
merry|\ˈmer-ē, ˈme-rē\
merrymaker|\ˈmer-ē-ˌmā-kər\
merrymakers|\ˈmer-ē-ˌmā-kər\
merrymaking|\-kiŋ\
mesa|\ˈmā-sə\
mesalliance|\ˌmā-ˌzal-ˈyäⁿs, ˌmā-zə-ˈlī-ən(t)s\
mesalliances|\ˌmā-ˌzal-ˈyäⁿs, ˌmā-zə-ˈlī-ən(t)s\
mesas|\ˈmā-sə\
mescal|\me-ˈskal, mə-\
mescaline|\ˈmes-kə-lən, -ˌlēn\
mescals|\me-ˈskal, mə-\
meseemed|\mi-ˈsēmz\
meseems|\mi-ˈsēmz\
mesenteries|\ˈme-zən-ˌter-ē, -sən-\
mesentery|\ˈme-zən-ˌter-ē, -sən-\
mesh|\ˈmesh\
meshed|\ˈmesh\
meshes|\ˈmesh\
meshing|\ˈmesh\
meshwork|\ˈmesh-ˌwərk\
meshworks|\ˈmesh-ˌwərk\
mesmeric|\mez-ˈmer-ik also mes-\
mesmerism|\ˈmez-mə-ˌri-zəm also ˈmes-\
mesmerist|\ˈmez-mə-ˌri-zəm also ˈmes-\
mesmerists|\ˈmez-mə-ˌri-zəm also ˈmes-\
mesmerization|\ˌmez-mə-ri-ˈzā-shən\
mesmerize|\-mə-ˌrīz\
mesmerized|\-mə-ˌrīz\
mesmerizer|\-mə-ˌrīz\
mesmerizers|\-mə-ˌrīz\
mesmerizes|\-mə-ˌrīz\
mesmerizing|\-mə-ˌrīz\
mesomorph|\ˈme-zə-ˌmȯrf, ˈmē-, -sə-\
mesomorphic|\ˌme-zə-ˈmȯr-fik, ˌmē-, -sə-\
meson|\ˈme-ˌzän, ˈmā-, ˈmē-, -ˌsän\
mesonic|\ˈme-ˌzän, ˈmā-, ˈmē-, -ˌsän\
mesons|\ˈme-ˌzän, ˈmā-, ˈmē-, -ˌsän\
mesopotamia|\ˌme-s(ə-)pə-ˈtā-mē-ə, -myə\
mesopotamian|\ˌme-s(ə-)pə-ˈtā-mē-ə, -myə\
mesosphere|\-ˌsfir\
mesospheric|\-ˌsfir\
mesozoic|\-ˈzō-ik\
mesquite|\mə-ˈskēt, me-\
mesquites|\mə-ˈskēt, me-\
mess|\ˈmes\
message|\ˈme-sij\
messages|\ˈme-sij\
messed|\ˈmes\
messenger|\ˈme-sən-jər\
messengers|\ˈme-sən-jər\
messes|\ˈmes\
messiah|\mə-ˈsī-ə\
messiahs|\mə-ˈsī-ə\
messianic|\ˌme-sē-ˈa-nik\
messier|\mās-ˈyā, ˈme-sē-ˌā\
messiest|\ˈme-sē\
messily|\ˈme-sē\
messiness|\ˈme-sē\
messing|\ˈmes\
messmate|\ˈmes-ˌmāt\
messmates|\ˈmes-ˌmāt\
messy|\ˈme-sē\
mestiza|\me-ˈstē-zə\
mestizas|\me-ˈstē-zə\
mestizo|\-(ˌ)zō\
mestizoes|\-(ˌ)zō\
mestizos|\-(ˌ)zō\
meta|\ˈmā-tä\
metabases|\-ə-ˌsēz\
metabasis|\-ə-ˌsēz\
metabolic|\ˌme-tə-ˈbä-lik\
metabolically|\ˌme-tə-ˈbä-lik\
metabolism|\mə-ˈta-bə-ˌli-zəm\
metabolite|\-ˌlīt\
metabolites|\-ˌlīt\
metabolizability|\mə-ˌtab-ə-ˌlī-zə-ˈbil-ət-ē\
metabolizable|\-ˌlīz\
metabolize|\-ˌlīz\
metabolized|\-ˌlīz\
metabolizes|\-ˌlīz\
metabolizing|\-ˌlīz\
metacarpal|\ˌme-tə-ˈkär-pəl\
metacarpals|\ˌme-tə-ˈkär-pəl\
metacarpi|\ˌme-tə-ˈkär-pəs\
metacarpus|\ˌme-tə-ˈkär-pəs\
metagalaxy|\-ˈga-lək-sē\
metal|\ˈme-təl\
metalize|\ˈme-təl-ˌīz\
metalized|\ˈme-təl-ˌīz\
metalizes|\ˈme-təl-ˌīz\
metalizing|\ˈme-təl-ˌīz\
metalled|\ˈme-təl\
metallic|\mə-ˈta-lik\
metallically|\mə-ˈta-lik\
metalliferous|\ˌme-təl-ˈi-f(ə-)rəs\
metalling|\ˈme-təl\
metalloid|\ˈme-təl-ˌȯid\
metalloidal|\ˈme-təl-ˌȯid\
metallurgical|\ˈme-təl-ˌər-jē, especially British mə-ˈta-lər-\
metallurgically|\ˈme-təl-ˌər-jē, especially British mə-ˈta-lər-\
metallurgist|\ˈme-təl-ˌər-jē, especially British mə-ˈta-lər-\
metallurgists|\ˈme-təl-ˌər-jē, especially British mə-ˈta-lər-\
metallurgy|\ˈme-təl-ˌər-jē, especially British mə-ˈta-lər-\
metals|\ˈme-təl\
metalware|\-ˌwer\
metalwork|\-ˌwərk\
metalworker|\-ˌwərk\
metalworkers|\-ˌwərk\
metalworking|\-ˌwər-kiŋ\
metameric|\ˈme-tə-ˌmir\
metamorphic|\ˌme-tə-ˈmȯr-fik\
metamorphism|\-ˈmȯr-ˌfi-zəm\
metamorphisms|\-ˈmȯr-ˌfi-zəm\
metamorphose|\-ˌfōz, -ˌfōs\
metamorphosed|\-ˌfōz, -ˌfōs\
metamorphoses|\-ˌfōz, -ˌfōs\
metamorphosing|\-ˌfōz, -ˌfōs\
metamorphosis|\ˌme-tə-ˈmȯr-fə-səs\
metaphase|\ˈme-tə-ˌfāz\
metaphor|\ˈme-tə-ˌfȯr also -fər\
metaphoric|\ˈme-tə-ˌfȯr also -fər\
metaphorical|\ˈme-tə-ˌfȯr also -fər\
metaphorically|\ˈme-tə-ˌfȯr also -fər\
metaphors|\ˈme-tə-ˌfȯr also -fər\
metaphysical|\-ˈfi-zi-kəl\
metaphysically|\-ˈfi-zi-kəl\
metaphysician|\ˌme-tə-fə-ˈzi-shən\
metaphysicians|\ˌme-tə-fə-ˈzi-shən\
metaphysics|\-ˈfi-ziks\
metastases|\mə-ˈtas-tə-səs\
metastasis|\mə-ˈtas-tə-səs\
metastasize|\mə-ˈtas-tə-ˌsīz\
metastasized|\mə-ˈtas-tə-ˌsīz\
metastasizes|\mə-ˈtas-tə-ˌsīz\
metastasizing|\mə-ˈtas-tə-ˌsīz\
metastatic|\mə-ˈtas-tə-səs\
metatarsal|\ˌme-tə-ˈtär-səl\
metatarsi|\ˌme-tə-ˈtär-səs\
metatarsus|\ˌme-tə-ˈtär-səs\
metatheses|\mə-ˈta-thə-səs\
metathesis|\mə-ˈta-thə-səs\
metazoan|\-ˈzō-ən\
metazoans|\-ˈzō-ən\
mete|\ˈmēt\
meted|\ˈmēt\
metempsychosis|\mə-ˌtem(p)-si-ˈkō-səs, ˌme-təm-ˌsī-\
meteor|\ˈmē-tē-ər, -ˌȯr\
meteoric|\ˌmē-tē-ˈȯr-ik, -ˈär-\
meteorically|\ˌmē-tē-ˈȯr-ik, -ˈär-\
meteorite|\ˈmē-tē-ə-ˌrīt\
meteorites|\ˈmē-tē-ə-ˌrīt\
meteoritic|\ˈmē-tē-ə-ˌrīt\
meteoroid|\ˈmē-tē-ə-ˌrȯid\
meteoroids|\ˈmē-tē-ə-ˌrȯid\
meteorological|\ˌmē-tē-ə-ˈrä-lə-jē\
meteorologist|\ˌmē-tē-ə-ˈrä-lə-jē\
meteorologists|\ˌmē-tē-ə-ˈrä-lə-jē\
meteorology|\ˌmē-tē-ə-ˈrä-lə-jē\
meteors|\ˈmē-tē-ər, -ˌȯr\
meter|\ˈmē-tər\
metered|\ˈmē-tər\
metering|\ˈmē-tər\
meters|\ˈmē-tər\
metes|\ˈmēt\
methacrylate|\ˌme-ˈtha-krə-ˌlāt\
methadone|\ˈme-thə-ˌdōn\
methamphetamine|\ˌme-tham-ˈfe-tə-ˌmēn, -thəm-, -mən\
methane|\ˈme-ˌthān, British usually ˈmē-\
methanes|\ˈme-ˌthān, British usually ˈmē-\
methanol|\ˈme-thə-ˌnȯl, -ˌnōl\
methanols|\ˈme-thə-ˌnȯl, -ˌnōl\
methaqualone|\me-ˈtha-kwə-ˌlōn\
methinks|\mi-ˈthiŋ(k)s\
method|\ˈme-thəd\
methodic|\mə-ˈthä-di-kəl\
methodical|\mə-ˈthä-di-kəl\
methodically|\mə-ˈthä-di-kəl\
methodism|\ˈme-thə-ˌdi-zəm\
methodist|\-dist\
methodists|\-dist\
methodize|\ˈme-thə-ˌdīz\
methodized|\ˈme-thə-ˌdīz\
methodizes|\ˈme-thə-ˌdīz\
methodizing|\ˈme-thə-ˌdīz\
methodological|\ˌme-thə-də-ˈlä-ji-kəl\
methodologically|\ˌme-thə-də-ˈlä-ji-kəl\
methodologies|\ˌme-thə-ˈdä-lə-jē\
methodology|\ˌme-thə-ˈdä-lə-jē\
methods|\ˈme-thəd\
methought|\mi-ˈthiŋ(k)s\
methyl|\ˈme-thəl\
methylene|\ˈme-thə-ˌlēn, -lən\
methyls|\ˈme-thəl\
meticulosity|\mə-ˈti-kyə-ləs\
meticulous|\mə-ˈti-kyə-ləs\
meticulously|\mə-ˈti-kyə-ləs\
meticulousness|\mə-ˈti-kyə-ləs\
metier|\ˈme-ˌtyā, me-ˈ\
metiers|\ˈme-ˌtyā, me-ˈ\
meting|\ˈmēt\
metonym|\ˈme-tə-ˌnim\
metonymies|\mə-ˈtä-nə-mē\
metonyms|\ˈme-tə-ˌnim\
metonymy|\mə-ˈtä-nə-mē\
metre|\ˈmē-tər\
metric|\ˈme-trik\
metrical|\ˈme-tri-kəl\
metrically|\ˈme-trik\
metrication|\ˌme-tri-ˈkā-shən\
metricize|\ˈme-trə-ˌsīz\
metricized|\ˈme-trə-ˌsīz\
metricizes|\ˈme-trə-ˌsīz\
metricizing|\ˈme-trə-ˌsīz\
metrics|\ˈme-trik\
metrist|\ˈme-trist, ˈmē-\
metrists|\ˈme-trist, ˈmē-\
metro|\ˈme-(ˌ)trō, in French context also mā-ˈ\
metrologies|\me-ˈträ-lə-jē\
metrology|\me-ˈträ-lə-jē\
metronome|\ˈme-trə-ˌnōm\
metronomes|\ˈme-trə-ˌnōm\
metronomic|\ˌme-trə-ˈnä-mik\
metropolis|\mə-ˈträ-p(ə-)ləs\
metropolises|\mə-ˈträ-p(ə-)ləs\
metropolitan|\ˌme-trə-ˈpä-lə-tən\
metros|\ˈme-(ˌ)trō, in French context also mā-ˈ\
mettle|\ˈme-təl\
mettled|\ˈme-təl\
mettles|\ˈme-təl\
mettlesome|\ˈme-təl-səm\
meuniere|\(ˌ)mə(r)n-ˈyer, mœn-\
mew|\ˈmyü\
mewed|\ˈmyü\
mewing|\ˈmyü\
mewl|\ˈmyül\
mewled|\ˈmyül\
mewling|\ˈmyül\
mewls|\ˈmyül\
mews|\ˈmyü\
mexican|\ˈmek-si-kən\
mexicans|\ˈmek-si-kən\
mexico|\ˈmek-si-ˌkō\
mezuza|\mə-ˈzu̇-zə\
mezuzah|\mə-ˈzu̇-zə\
mezuzahs|\mə-ˈzu̇-zə\
mezuzas|\mə-ˈzu̇-zə\
mezzanine|\ˈme-zə-ˌnēn, ˌme-zə-ˈ\
mezzanines|\ˈme-zə-ˌnēn, ˌme-zə-ˈ\
mezzo|\ˈmet-(ˌ)sō, ˈmed-(ˌ)zō\
mezzos|\ˈmet-(ˌ)sō, ˈmed-(ˌ)zō\
miami|\mī-ˈa-mē, -mə\
miaows|\mē-ˈau̇\
miasma|\mī-ˈaz-mə, mē-\
miasmal|\mī-ˈaz-mə, mē-\
miasmas|\mī-ˈaz-mə, mē-\
miasmata|\mī-ˈaz-mə, mē-\
miasmatic|\mī-ˈaz-mə, mē-\
miasmic|\mī-ˈaz-mə, mē-\
mica|\ˈmī-kə\
micas|\ˈmī-kə\
michael|\ˈmī-kəl\
michelangelo|\ˌmī-kə-ˈlan-jə-ˌlō, ˌmi-, ˌmē-kə-ˈlän-\
michigan|\ˈmi-shi-gən\
mick|\ˈmik\
mickle|\ˈmi-kəl\
micks|\ˈmik\
micro|\ˈmī-(ˌ)krō\
microanalyses|\-ə-ˈna-lə-səs\
microanalysis|\-ə-ˈna-lə-səs\
microanalytic|\-ə-ˈna-lə-səs\
microanalytical|\-ə-ˈna-lə-səs\
microbe|\ˈmī-ˌkrōb\
microbes|\ˈmī-ˌkrōb\
microbial|\ˈmī-ˌkrōb\
microbic|\ˈmī-ˌkrōb\
microbicidal|\mī-ˈkrō-bə-ˌsīd\
microbicide|\mī-ˈkrō-bə-ˌsīd\
microbiologic|\ˌmī-krō-bī-ˈä-lə-jē\
microbiological|\ˌmī-krō-bī-ˈä-lə-jē\
microbiologies|\ˌmī-krō-bī-ˈä-lə-jē\
microbiologist|\ˌmī-krō-bī-ˈä-lə-jē\
microbiologists|\ˌmī-krō-bī-ˈä-lə-jē\
microbiology|\ˌmī-krō-bī-ˈä-lə-jē\
microbus|\-ˌbəs\
microbuses|\-ˌbəs\
microcephalic|\-sə-ˈfa-lik\
microcephalus|\-ˌlī\
microcephaly|\-ˈse-fə-lē\
microclimate|\ˈmī-krō-ˌklī-mət\
microclimates|\ˈmī-krō-ˌklī-mət\
microcomputer|\ˈmī-krō-kəm-ˌpyü-tər\
microcomputers|\ˈmī-krō-kəm-ˌpyü-tər\
microcosm|\ˈmī-krə-ˌkä-zəm\
microcosmic|\ˈmī-krə-ˌkä-zəm\
microcosms|\ˈmī-krə-ˌkä-zəm\
microdissection|\ˌmī-krō-di-ˈsek-shən, -dī-\
microelectronic|\-i-ˌlek-ˈträ-niks\
microelectronics|\-i-ˌlek-ˈträ-niks\
microfiche|\ˈmī-krō-ˌfēsh, -ˌfish\
microfiches|\ˈmī-krō-ˌfēsh, -ˌfish\
microfilm|\ˈmī-krə-ˌfilm\
microfilmed|\ˈmī-krə-ˌfilm\
microfilmer|\ˈmī-krə-ˌfilm\
microfilming|\ˈmī-krə-ˌfilm\
microfilms|\ˈmī-krə-ˌfilm\
microform|\ˈmī-krə-ˌfȯrm\
microforms|\ˈmī-krə-ˌfȯrm\
microgram|\ˈmī-krə-ˌgram\
micrograms|\ˈmī-krə-ˌgram\
micrograph|\-ˌgraf\
micrographs|\-ˌgraf\
micrography|\-mī-ˈkrä-grə-fē\
microgroove|\ˈmī-krō-ˌgrüv\
microgrooves|\ˈmī-krō-ˌgrüv\
microinstruction|\-ˈstrək-shən\
microinstructions|\-ˈstrək-shən\
microlith|\ˈmī-krə-ˌlith\
micromanipulator|\-ˈni-pyə-ˌlā-tər\
micromanipulators|\-ˈni-pyə-ˌlā-tər\
micrometer|\mī-ˈkrä-mə-tər\
micrometers|\mī-ˈkrä-mə-tər\
microminiature|\-ˈmi-nē-ə-ˌchu̇r, -ˈmi-ni-ˌchu̇r, -ˈmin-yə-, -chər, -ˌtyu̇r, -ˌtu̇r\
microminiaturization|\-ˌmi-nē-ə-ˌchu̇r-ə-ˈzā-shən, -ˌmi-ni-ˌchu̇r-, -ˌmin-yə-ˌchu̇r-, -chər-, -ˌtyu̇r-, -ˌtu̇r-\
microminiaturizations|\-ˌmi-nē-ə-ˌchu̇r-ə-ˈzā-shən, -ˌmi-ni-ˌchu̇r-, -ˌmin-yə-ˌchu̇r-, -chər-, -ˌtyu̇r-, -ˌtu̇r-\
microminiaturized|\-ˈmi-nē-ə-chə-ˌrīzd, -ˈmi-ni-chə-, -ˈmin-yə-chə-, -ˌtyu̇-, -ˌtu̇-\
micron|\ˈmī-ˌkrän\
micronesia|\ˌmī-krə-ˈnē-zhə, -shə\
micronesian|\ˌmī-krə-ˈnē-zhən, -shən\
micronesians|\ˌmī-krə-ˈnē-zhən, -shən\
microns|\ˈmī-ˌkrän\
micronutrient|\-ˈnü-trē-ənt, -ˈnyü-\
microorganism|\-ˈȯr-gə-ˌni-zəm\
microorganisms|\-ˈȯr-gə-ˌni-zəm\
microphone|\ˈmī-krə-ˌfōn\
microphones|\ˈmī-krə-ˌfōn\
microphotograph|\-ˈfō-tə-ˌgraf\
microphotographed|\-ˈfō-tə-ˌgraf\
microphotographic|\-ˈfō-tə-ˌgraf\
microphotographing|\-ˈfō-tə-ˌgraf\
microphotographs|\-ˈfō-tə-ˌgraf\
microphotography|\-ˈfō-tə-ˌgraf\
microphysics|\ˌmī-krō-ˈfi-ziks\
micropipette|\-pī-ˈpet\
microprocessor|\ˌmī-krō-ˈprä-ˌse-sər, -ˈprō-\
microprocessors|\ˌmī-krō-ˈprä-ˌse-sər, -ˈprō-\
microprogram|\-ˈprō-ˌgram, -grəm\
microprogramming|\-ˌgra-miŋ\
microradiography|\ˌmī-krō-ˌrā-dē-ˈä-grə-fē\
micros|\ˈmī-(ˌ)krō\
microscope|\ˈmī-krə-ˌskōp\
microscopes|\ˈmī-krə-ˌskōp\
microscopic|\ˌmī-krə-ˈskä-pik\
microscopical|\ˌmī-krə-ˈskä-pik\
microscopically|\ˌmī-krə-ˈskä-pik\
microscopies|\mī-ˈkräs-kə-pē\
microscopist|\mī-ˈkräs-kə-pē\
microscopy|\mī-ˈkräs-kə-pē\
microsecond|\ˈmī-krō-ˌse-kənd, -kənt\
microseconds|\ˈmī-krō-ˌse-kənd, -kənt\
microstate|\ˈmī-krō-ˌstāt\
microstates|\ˈmī-krō-ˌstāt\
microstructural|\ˈmī-krō-ˌstrək-chər\
microstructure|\ˈmī-krō-ˌstrək-chər\
microsurgeries|\ˌmī-krō-ˈsərj-rē, -ˈsər-jə-\
microsurgery|\ˌmī-krō-ˈsərj-rē, -ˈsər-jə-\
microsurgical|\ˌmī-krō-ˈsərj-rē, -ˈsər-jə-\
microtome|\ˈmī-krə-ˌtōm\
microvasculature|\-ˈvas-kyə-lər\
microvolt|\ˈmī-krə-ˌvōlt\
microwave|\-ˌwāv\
microwaves|\-ˌwāv\
micturate|\ˈmik-chə-ˌrāt, ˈmik-tə-\
mid|\ˈmid\
midair|\ˈmid-ˈer\
midairs|\ˈmid-ˈer\
midas|\ˈmī-dəs\
midbrain|\ˈmid-ˌbrān\
midbrains|\ˈmid-ˌbrān\
midday|\ˈmid-ˌdā, -ˈdā\
middays|\ˈmid-ˌdā, -ˈdā\
midden|\ˈmi-dən\
middens|\ˈmi-dən\
middies|\ˈmi-dē\
middle|\ˈmi-dəl\
middlebrow|\ˈmi-dəl-ˌbrau̇\
middlebrows|\ˈmi-dəl-ˌbrau̇\
middleman|\ˈmi-dəl-ˌman\
middlemen|\ˈmi-dəl-ˌman\
middler|\ˈmid-lər, ˈmi-dəl-ər\
middlers|\ˈmid-lər, ˈmi-dəl-ər\
middles|\ˈmi-dəl\
middleweight|\ˈmi-dəl-ˌwāt\
middleweights|\ˈmi-dəl-ˌwāt\
middling|\ˈmid-liŋ, -lən\
middlingly|\ˈmid-liŋ, -lən\
middlings|\ˈmid-liŋ, -lən\
middy|\ˈmi-dē\
mideast|\ˌmid-ˈēst\
midfield|\ˈmid-ˌfēld, ˌmid-ˈ\
midge|\ˈmij\
midges|\ˈmij\
midget|\ˈmi-jət\
midgets|\ˈmi-jət\
midgut|\ˈmid-ˌgət\
midguts|\ˈmid-ˌgət\
midi|\ˈmi-dē\
midis|\ˈmi-dē\
midland|\ˈmid-lənd, -ˌland\
midlands|\ˈmid-ləndz\
midline|\ˈmid-ˌlīn, -ˈlīn\
midlines|\ˈmid-ˌlīn, -ˈlīn\
midmost|\-ˌmōst\
midnight|\ˈmid-ˌnīt\
midnights|\ˈmid-ˌnīt\
midpoint|\ˈmid-ˌpȯint, -ˈpȯint\
midpoints|\ˈmid-ˌpȯint, -ˈpȯint\
midrib|\ˈmid-ˌrib\
midribs|\ˈmid-ˌrib\
midriff|\ˈmi-ˌdrif\
midriffs|\ˈmi-ˌdrif\
midsection|\-ˌsek-shən\
midshipman|\ˈmid-ˌship-mən, ˌmid-ˈ\
midshipmen|\ˈmid-ˌship-mən, ˌmid-ˈ\
midships|\ˈmid-ˌships\
midst|\ˈmidst, ˈmitst\
midstream|\ˈmid-ˈstrēm, -ˌstrēm\
midsts|\ˈmidst, ˈmitst\
midsummer|\-ˈsə-mər, -ˌsəm-\
midsummers|\-ˈsə-mər, -ˌsəm-\
midterm|\ˈmid-ˌtərm (usual for 1b), -ˈtərm\
midterms|\ˈmid-ˌtərm (usual for 1b), -ˈtərm\
midtown|\ˈmid-ˌtau̇n, -ˈtau̇n\
midtowns|\ˈmid-ˌtau̇n, -ˈtau̇n\
midway|\ˈmid-ˌwā, -ˈwā\
midways|\ˈmid-ˌwā, -ˈwā\
midweek|\-ˌwēk\
midweekly|\-ˌwēk\
midweeks|\-ˌwēk\
midwest|\ˌmid-ˈwest\
midwestern|\ˌmid-ˈwest\
midwesterner|\ˌmid-ˈwest\
midwife|\ˈmid-ˌwīf\
midwifed|\ˈmid-ˌwīf\
midwiferies|\ˌmid-ˈwi-f(ə-)rē, -ˈwī-; ˈmid-ˌwī-\
midwifery|\ˌmid-ˈwi-f(ə-)rē, -ˈwī-; ˈmid-ˌwī-\
midwifes|\ˈmid-ˌwīf\
midwifing|\ˈmid-ˌwīf\
midwinter|\ˈmid-ˈwin-tər, -ˌwin-\
midwinters|\ˈmid-ˈwin-tər, -ˌwin-\
midwived|\ˈmid-ˌwīf\
midwives|\ˈmid-ˌwīf\
midwiving|\ˈmid-ˌwīf\
midyear|\-ˌyir\
midyears|\-ˌyir\
mien|\ˈmēn\
miens|\ˈmēn\
miff|\ˈmif\
miffed|\ˈmif\
miffing|\ˈmif\
miffs|\ˈmif\
might|\ˈmīt\
mightier|\ˈmī-tē\
mightiest|\ˈmī-tē\
mightily|\ˈmī-tə-lē\
mightiness|\ˈmī-tē-nəs\
mights|\ˈmīt\
mighty|\ˈmī-tē\
mignon|\mēn-ˈyōⁿ, min-ˈyȯn\
mignonette|\ˌmin-yə-ˈnet\
mignonettes|\ˌmin-yə-ˈnet\
mignons|\mēn-ˈyōⁿ, min-ˈyȯn\
migraine|\ˈmī-ˌgrān, British often ˈmē-\
migraines|\ˈmī-ˌgrān, British often ˈmē-\
migrant|\ˈmī-grənt\
migrants|\ˈmī-grənt\
migrate|\ˈmī-ˌgrāt, mī-ˈ\
migrated|\ˈmī-ˌgrāt, mī-ˈ\
migrates|\ˈmī-ˌgrāt, mī-ˈ\
migrating|\ˈmī-ˌgrāt, mī-ˈ\
migration|\ˈmī-ˌgrāt, mī-ˈ\
migrational|\ˈmī-ˌgrāt, mī-ˈ\
migrations|\ˈmī-ˌgrāt, mī-ˈ\
migrator|\ˈmī-ˌgrāt, mī-ˈ\
migrators|\ˈmī-ˌgrāt, mī-ˈ\
migratory|\ˈmī-grə-ˌtȯr-ē\
mikado|\mə-ˈkä-(ˌ)dō\
mikados|\mə-ˈkä-(ˌ)dō\
mike|\ˈmīk\
mikes|\ˈmīk\
mil|\ˈmil\
miladies|\mi-ˈlā-dē, US also mī-\
milady|\mi-ˈlā-dē, US also mī-\
milan|\mə-ˈlan, -ˈlän\
milanese|\mə-ˈlan, -ˈlän\
milch|\ˈmilk, ˈmilch, ˈmilks\
mild|\ˈmī(-ə)ld\
milder|\ˈmī(-ə)ld\
mildest|\ˈmī(-ə)ld\
mildew|\ˈmil-ˌdü, -ˌdyü\
mildewed|\ˈmil-ˌdü, -ˌdyü\
mildewing|\ˈmil-ˌdü, -ˌdyü\
mildews|\ˈmil-ˌdü, -ˌdyü\
mildewy|\ˈmil-ˌdü, -ˌdyü\
mildly|\ˈmī(-ə)ld\
mildness|\ˈmī(-ə)ld\
mile|\ˈmī(-ə)l\
mileage|\ˈmī-lij\
mileages|\ˈmī-lij\
milepost|\ˈmī(-ə)l-ˌpōst\
mileposts|\ˈmī(-ə)l-ˌpōst\
miler|\ˈmī-lər\
milers|\ˈmī-lər\
miles|\ˈmī(-ə)l\
milestone|\ˈmī(-ə)l-ˌstōn\
milestones|\ˈmī(-ə)l-ˌstōn\
milfoil|\ˈmil-ˌfȯi(-ə)l\
milfoils|\ˈmil-ˌfȯi(-ə)l\
milieu|\mēl-ˈyə(r), -ˈyü, -ˈyœ; ˈmēl-ˌyü\
milieus|\mēl-ˈyə(r), -ˈyü, -ˈyœ; ˈmēl-ˌyü\
milieux|\mēl-ˈyə(r), -ˈyü, -ˈyœ; ˈmēl-ˌyü\
militancy|\-tən(t)-sē\
militant|\-tənt\
militantly|\-tənt\
militantness|\-tənt\
militants|\-tənt\
militaries|\ˈmi-lə-ˌter-ē\
militarily|\ˌmi-lə-ˈter-ə-lē\
militarism|\ˈmi-lə-tə-ˌri-zəm\
militarist|\ˈmi-lə-tə-ˌri-zəm\
militaristic|\ˈmi-lə-tə-ˌri-zəm\
militarists|\ˈmi-lə-tə-ˌri-zəm\
militarize|\ˈmi-lə-tə-ˌrīz\
militarized|\ˈmi-lə-tə-ˌrīz\
militarizes|\ˈmi-lə-tə-ˌrīz\
militarizing|\ˈmi-lə-tə-ˌrīz\
military|\ˈmi-lə-ˌter-ē\
militate|\ˈmi-lə-ˌtāt\
militated|\ˈmi-lə-ˌtāt\
militates|\ˈmi-lə-ˌtāt\
militating|\ˈmi-lə-ˌtāt\
militia|\mə-ˈli-shə\
militiaman|\-mən\
militiamen|\-mən\
militias|\mə-ˈli-shə\
milk|\ˈmilk\
milked|\ˈmilk\
milker|\ˈmil-kər\
milkers|\ˈmil-kər\
milkier|\ˈmil-kē\
milkiest|\ˈmil-kē\
milkiness|\ˈmil-kē\
milking|\ˈmilk\
milkmaid|\-ˌmād\
milkmaids|\-ˌmād\
milkman|\-ˌman, -mən\
milkmen|\-ˌman, -mən\
milks|\ˈmilk\
milksop|\ˈmilk-ˌsäp\
milksops|\ˈmilk-ˌsäp\
milkweed|\ˈmilk-ˌwēd\
